id,conversation_id,customer_message,conversation_context,intent,expected_decision,expected_escalation_reason,reference_reply,difficulty,annotation_notes,label_status
69,869926,help i forgot my restrictions passcode,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",We've got some great steps to help with this issue. You can find these at the bottom of this article: https://t.co/ZOXnGWrbMf,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
70,2500957,how do I change my restrictions passcode,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",Check out this link for the steps to change your restrictions passcode: https://t.co/eiyAtwvrU1,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
71,1062214,How do I delete/ close an Apple ID/ iCloud account?,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",We'd need to get you to our Apple ID support over the phones. They can be reached here:  https://t.co/UJm15vmMM2,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
72,512472,"Hey, I can’t sign into my account and it’s not because I’ve forgotten my password or pin. The App Store keeps telling me that it can’t sign in even though I’ve inputted the correct password at least five times. It’s quite frustrating",,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.","We’ll be happy to look into this with you so you can get back to using the App Store. To begin, let’s go to https://t.co/9bUADNIlYp and try logging in there. Let us know the results and we’ll go from there.",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
73,2512274,reset my ipad (thats only ever belonged to me) after putting in my icloud and apple ID passwords. Now the activation block is on and won't let me access my ipad? saying that its not connected to the same apple ID i just put the password in to reset it? help,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.","We’d love to help with your iPad. Have you had a chance to visit https://t.co/tmRhWEkIq4 and remove the device from your account? Steps can be found at the bottom, here: https://t.co/9Wfw6Be2P1 Please send us a DM confirming the software version if we can help further. https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
74,2943370,Dear @AppleSupport I just updated my MacBook to #HighSierra and could login without any password for root and hitting unlock twice. Huge security bug. Hope you are going to fix this soon @115858!,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.","Thanks for reaching out. We appreciate your concern. We have a workaround that will ensure you're secure. Please follow the steps in this article under ""Change the root password"" and set a strong password for your root user: https://t.co/rzXIIXwfqG https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
75,2743086,my Apple TV keeps asking me for a verification code in order to use my apps. I say “ok” & one pops up on my phone (with my old Apple ID (wtf)) & there’s nowhere to enter the verification code. 🤦🏻‍♀️ This thing has been nothing but a pain in the butt.,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",We want to make sure this gets resolved for you. Contact our Apple TV experts through this link to get started: https://t.co/IBIY3vMgPj,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
76,1271089,my apple music trial ended & i bought the plan entered my password an everything but it’s still coming up as i need to choose a plan https://t.co/CAbK7HIKly,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",Thanks for reaching out to us. We'd like to look into this. Let us know when this first began in a DM. https://t.co/GDrqU22YpT,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
77,2319816,please answer my call my Apple ID is disabled and I don’t know why. https://t.co/fmSZJ4YROF,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
78,1413513,iphone unlocks without any passcode or fingerprint. Just ask the siri in locked screen,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",We want to help. Please meet us in DM. https://t.co/GDrqU22YpT,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
79,402661,Why is everything with @115858 so shitty? Can't even schedule a repair for a broken keyboard. Website keeps asking for password :(,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",We can provide some guidance with your password issues. This page should help: https://t.co/fJnZYmbI9N,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
80,2072174,"I can’t remember my Apple ID password, I’ve started account recovery and I’m waiting for a text but still haven’t had it?",,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.","You're on the right track with Account Recovery. If you find that you need additional assistance, we'd recommend connecting with our team over the phone. They'll be most equipped to help with this: https://t.co/UJm15vmMM2",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
81,211173,"hello, my client updated his phone yesterday but now it wants a passcode and he didn’t have one set. iPhone 6, 16 gigabytes",,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.","Let's help you regain access. In this scenario, check out: https://t.co/F1QfwW1u1N",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
82,2548155,if someone has set up 2FA on an iPad and the codes aren’t being received at a phone how do we turn it off to access Apple id?,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",Let's try following this article step by step: https://t.co/gZlEJEsNrU,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
83,1329249,There is no way to recover iTunes account's password. How can I change that account for another one??,,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",We'll be happy to help you get back into your account. For help with resetting your password: https://t.co/fJnZYmbI9N,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
84,2253516,"My parents share the same Apple ID, and they have two phones, but they are unable to Facetime each other. Is that right?",,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.","We're happy to clarify. They can FaceTime each other if their ""You can be reached by FaceTime at"" and ""Caller ID"" are set to their respective numbers. Also, it may be a great idea to look into Family Sharing for them: https://t.co/ERCiFrN6Q1 Questions? DM us: https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
85,1471822,I have 2 factor authorization and I gave my Credit card info. So why does it take over a day to a password reset sent to my email.,Learn how to shorten your account recovery wait here: https://t.co/nXAGZj0EE7,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",Hi there. Thanks for reaching out. This article may address your questions regarding two-factor: https://t.co/nXAGZj0EE7,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
86,1017149,"hi, how to settle this??? Didnt get any text for verification code. Call also.... Help me plz https://t.co/PUkTfRB3hc",,ACCOUNT_ACCESS_SECURITY,ESCALATE,"Account access, security lockouts, and identity verification require secure authentication via iforgot.apple.com or human security advisor.",We'd like to help get you pointed in the right direction. Send us a DM & we'll continue there. https://t.co/GDrqU22YpT,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
87,2425863,Mac book pro touch brand new constantly crashing,"If you're having issues with your Apple products, let us know what's specifically going on and we'll do all we can to help you out.",APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"When you say that it's crashing, is it restarting unexpectedly, unresponsive, or something else?",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
88,2061933,"I’m real sick of my phone freezing bro, fix this shit",,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We'd love to look into this with you. Does it freeze while using a certain app, or is it random? Let us know in DM. https://t.co/GDrqU22YpT",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
89,541195,"my iPhone keeps crashing, even at 100% charge, any ideas?",,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We're happy to help. An update has been released that addresses this issue. If you haven't already, back up your iPhone and follow the steps here: https://t.co/osZOKKTalm

DM us if you have questions. https://t.co/GDrqU22YpT",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
90,774255,message keeps crashing and I keep having issues -  11.0.2,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We'd like to help. Since this started have you tried a normal restart of your iPhone? Also, is this the only app this happens with?",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
91,1500746,Mine too @AppleSupport slow and terrible,"I updated my iPhone and now it’s sloooooooooooooooooooooooooooooow. 

#Apple #iPhone",APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Let us know via DM the type of iPhone you have, then we can help out from there. https://t.co/GDrqU22YpT",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
92,1557818,somehow with you three updates in the past month you have now managed to kill the great quality the iPhone 8 Plus had in their speakers. Now it sounds trashy and not even half the volume that’s not counting all the crashes and freezes,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We know how important it is for your iPhone to be working properly, and we'd be happy to help. Can you tell us which version of iOS 11 you're currently using? Can you also give us some more details on the sound issue with the speakers?",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
93,542437,My SE phone goes to the black screen with spinning wheel and asks for touch id or passcode once in a while when using the phone. How do i fix it?,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We're here to help you today with your iPhone. DM us your country location so we can get started looking into this with you. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
94,2820440,"you ruined perfectly working devices with #ios11. my #ipad and my #iphone are unusable now. heating up. slow. draining battery.  with #ios10 i never had any issues #apple 
getting tired now after installing 5 updates in 1 month...",,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We want for your devices to run smoothly. What is the exact iOS version you see in Settings > General > About?  Also, how long are you able to use your iPad and iPhone after fully charging them? Let us know in DM, please. https://t.co/GDrqU22YpT",HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
95,2615342,"please.... iMessage keeps crashing and deleting my longer messages before I️ can even send it.
I️ have to select and copy all my messages before I️ send them, in case it crashes.. I️ often forget",,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We'd love to assist with your Message app today. Let us know which device and OS version you are using. Also, are you experiencing this behavior where the app suddenly force quits with any other apps?",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
96,117985,"How about a less than year old 7 - dies at 10%, freezes 15 times a day, skips music when multitasking and occasionally will load an app and then freeze up. This is a joke you’re quite right!","Hi @AppleSupport, could you pls explain why, since I downloaded yr iOS update, my iPhone crashes at 10%,  20%, even 40% battery? Massively inconvenient at best.",APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'd like to look into the issues you're experiencing. Reach out via DM using the link below and let us know what version of iOS you have installed. You can check by tapping Settings > General > About.,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
97,708632,Hi @AppleSupport texts still don't work. Keeps crashing on me. Not a happy camper,New update didn't work. Literally - took an hour and then got an error message. Just deleted all of my texts in hope it would work. Sigh,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We want to work with you to get this resolved. DM us using the link below. We'll work together from there. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
98,2016233,these last two iOS updates have been a nightmare with apps freezing and no being able to type the word I️ correctly. Fix this please!,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Please DM us with the current iOS version from Settings > General > About. We'd love to offer our assistance. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
99,2267344,. The last update on my ipad has created a nightmare anytime I use my keyboard; deadly slow!,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'd like to help! Which version of iOS 11 are you running? You can check in Settings > General > About > Version.,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
100,695335,my iPhone 7 keeps freezing. I have to reboot every time and it happens around 2/3 x a day,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We want your iPhone working for you, and we'll do all we can to help. To get started, let us know what iOS version is installed via DM. We'll continue from there: https://t.co/GDrqU22YpT",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
101,2113864,iMessage app keeps crashing. iPhone will not install an update OTA or on ITunes so don't suggest that to me.,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Are you still having issues updating? Let us know so we can help.,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
102,1346345,Never noticed so many iPhone issues before. The Worst is Iphone freezing every day. Any indication of a SW fix @AppleSupport ?,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We are here to help. DM us which iOS device you are using and we can take a look at this. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
103,1376469,Any chance I can uninstall the latest IOS update that has turned my phone into a laggy POS with shitty battery life?,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Hey there! DM us so we can look into these issues with you. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
104,1795058,all my phone has been doing is freezing ever since ive downloaded ios11 #help,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We're happy to look into this with you. DM us your model iPhone and the iOS 11 version currently installed to get started. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
105,1293770,my iphone has started freezing the past few days and apps will not open at all?,,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,That's not good and we definitely want to help. Looks like you sent us a DM as well. We will continue working with you in there.,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
106,392675,"yeah when i’m talking on the phone normally but if i want to put it on speaker phone, it doesn’t work. also my phone freezes multiple times",Does the speaker work to play other sounds? Which exact iOS version are you running? Any particular apps that freeze?,APP_CRASH_PERFORMANCE,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Thank you for that information. Let's take a look at this together in DM. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
107,453954,My iPhone WILL NOT stay connected to my WiFi!! Please fix in iOS!,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We'd be happy to look into the trouble you're having with connecting to Wi-Fi. To start, can you tell us which iPhone and iOS version you're using? You can find the version by going to Settings > General > About > Version.",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
108,1404077,"And Siri says “Bluetooth is already on” when in fact it is not, on.",Let's check a few things with Bluetooth. Starting in Settings > Bluetooth. Is Bluetooth turned on or off here?,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Please send us a DM and we'll look at Settings a bit more. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
109,1786950,my phone doesn't work w wifi or data rn what the fuck,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'd Like to look into what's going on with your internet connectivity. Send us a DM and we'll sort this out together. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
110,248726,Both of the network’s[Wifi and cellular] have a speed of 4-5 mbs,I tried both. None of them worked,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Thank you for trying that step. Also, we'd like to know if this issue is happening to a certain app or multiple apps?",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
111,302665,The new iPhone update stay turning on my WiFi bruh!!! 😡😤 @115858,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We want to help. With iOS 11, you can turn off Wi-Fi and Bluetooth in Settings. More information is here: https://t.co/vzVz37YMv0",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
112,2543032,Geez already. Upgraded to iOS 11 and the WiFi keeps kicking me out with incorrect password given. Will you fix that? Seems to be the bug here.,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We'll be glad to assist you today. Does this happen for other Wi-Fi networks you connect to?,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
113,2975354,Please fix the update! GPS not working at all! Bluetooth and WiFi keep turning off. Please fix!!! Missing calls and getting lost! #Apple #ios11 #iphone,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We want to make sure your Maps, Wi-Fi, Bluetooth and other features continue to work as expected. We'd like to get some information from you, so we can better assist. Please meet us in DM with your current iOS version so we can help. https://t.co/GDrqU22YpT",HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
114,1587404,Yup. Same problem at work-- intermittently. You can see the iMac gets 300+Mbps the exact same distance from the exact same AP. As do my dozen other wireless devices. And the AP reports perfect signal strength and transmit/receive rate. Is this an iOS11.1 or iPhoneX issue?,We're happy to help. Are you connected to your home Wi-Fi network? Have you tested the Wi-Fi on any other Wi-Fi networks?,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We're here to help! To start, could you tell us your exact device model and iOS version? Have you tried restarting your device?",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
115,2922692,"Yeah, same error if I use the cellular service, I've tried to reset my MacBook and iPhone but the problem stills there, I hope it will be resolved by itself","Got it. We also checked the System Status and an outage has not been reported. That being said, have you been connected to the same Wi-Fi network? When you disable Wi-Fi on your iPhone to use only the cellular service, do you receive the same error?",NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We can continue looking in to this with you. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
116,592213,I know how to work iPhone been a proud customer since purchased og iPhone. My settings are changing on their own. I wake up WiFi is on. I cut it off 1 hour later it’s back on. I think there’s a glitch in the update.,We’d be glad to help with your Wi-Fi and other preferences. We’ve made changes on how Wi-Fi and Bluetooth are controlled with Control Center: https://t.co/G7BHuQnDS6,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We’d like you to take some time to read the article we shared, in iOS 11 we’ve made changes to how Wi-Fi is managed. For example while Wi-Fi is disabled, auto-join for any nearby Wi-Fi networks will also be disabled until you walk or drive to a new location. https://t.co/GDrqU22YpT",MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
117,870276,Hey @115858 after latest update WiFi just turns on by itself on my #iPhoneSE! Why is that?,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"We're happy to help. By ""latest update"" do you mean iOS 11.0.3? Are you able to turn Wi-Fi back on without rebooting the iPhone?",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
118,875108,"okay guys IOS new update I get nothing but 1X or 3G in my house, usually had full LTE. Fix pls",,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We can definitely look into this with you. Is there a carrier update available? Check this out: https://t.co/bfoi2mhtX3,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
119,718484,Why after iOS11 do I keep getting No Serice problems and Wifi turns itself on. Mobile data stops working a few times a day.,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Hey, we can look into these things with you. Send us a DM and we'll work together from there. https://t.co/GDrqU22YpT",EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
120,411127,I updated my phone and can’t find airdrop. @AppleSupport help me please 😩,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We're here for you. Take a look at the following link for help using AirDrop in iOS 11: https://t.co/VVUI2JIcyd,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
121,2187688,"now update is not showing nor installing any application 😡 
#ios11 #iphone5s #Cellular https://t.co/xHgkxfIF7O",,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,"Let's team up on this. Send us a DM with more information, and we'll meet you there. https://t.co/GDrqU22YpT",HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
122,2627778,I'm on 11.2 (15C5107a) and it does it on other wifi connections and data,"To verify, does the issue persist when connected to cellular data? If so, does this happen while connected to other Wi-Fi networks as well? Also, can you tell us the exact iOS version currently installed?",NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Got it. Let's go ahead and meet in DM and we'll continue there. https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
123,876329,I updated to iOS 11.0.3. Why on earth does my Wi-Fi keep switching itself back on after I’ve turned it off??,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Thanks for reaching out. Here's a link that'll explain more about how Wi-Fi functions after the update: https://t.co/G7BHuQnDS6,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
124,1097265,my phone is not picking up both cellular data and wifi..... what might be the problem?,,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We're here for you! What exactly are you experiencing? Are you unable to access any data or you don't have signal at all?,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
125,1016907,"In text message bar disappear, phone continually freeze, app have to be closed and open again, phone shut off and back on, lose signal, etc","Awesome! So we can get a better understanding, could you tell us a little more about the behavior you're experiencing?",NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,Thank you for letting us know. Could you DM us and we can begin from there? https://t.co/GDrqU22YpT,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
126,1049031,"hi, I am having problems with the Bluetooth when talking in the car, tried my old phone and it works fine. Any ideas how to fix it.",,NETWORK_CONNECTIVITY,AUTO_HANDLE,Standard automated support inquiry resolvable via troubleshooting documentation.,We're here for you. What iPhone are you using and what happens when you try to use Bluetooth in the car?,EASY,Clear diagnostic statement with unambiguous keyword signals.,HUMAN_VERIFIED
127,2397957,Billing problem but I haven’t purchased anything recently,What happens when you try to download apps? Let us know so we can help.,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",We'd want to get you in touch with our iTunes Store support here: https://t.co/SDIe7UiyJN,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
128,2867250,"11.1.2, Apple Music/Podcasts app. Both have the bug","We want you to be able to enjoy your iPhone, and we'll do all we can to help. To get started, which iOS version is installed? Also, which app is being used for music?",BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",Can you tell us anything you've attempted so far to fix this?,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
129,2241256,can I get a refund for #iPhone7Plus ?,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.","Let us know via DM where the iPhone was purchased and when it was purchased, then we can take a look at this with you from there. https://t.co/GDrqU22YpT",HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
130,1402206,my phone is taking ages to charge !,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",We're here for you. Have you tried the steps listed here? https://t.co/uqxquyfdn0,HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
131,1301890,why isn’t my Apple Music working fam?,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.","We'd like some details to help. Are you getting an error when you access Apple Music? Also, which device does this occur on?",HARD,Multi-intent or ambiguous context; requires careful boundary handling.,HUMAN_VERIFIED
132,556057,Hey @115858 and @AppleSupport -- my phone was affected by this random restart bug yesterday and the Genius had me buy a new phone yesterday! Who do I talk to about a refund?,,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",We'd like to look into this with you. DM us your country and we'll continue. https://t.co/GDrqU22YpT,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
133,2476255,"Does anyone have problems with their music on their iPhone??! I pay 4.99 a month for Apple Music and it keeps skipping, playing too fast or the app keeps failing along with all other music apps #Apple @AppleSupport",,BILLING_SUBSCRIPTIONS,ESCALATE,"Financial billing inquiries, unauthorized credit card charges, and subscription refunds require private transaction records and account-specific review.",Let us help you enjoy your music as expected. Can you tell us the iOS version you are currently using please?,MEDIUM,"Requires entity extraction, typo tolerance, or escalation verification.",HUMAN_VERIFIED
